Demand,Hour,Day of week,Specific hour,datetime,temp,windspeed,visibility,conditions
30,319,Sunday,7,2022-01-16T07:00:00,1.9,14.8,5.0,Overcast
65,320,Sunday,8,2022-01-16T08:00:00,2.0,14.1,3.0,Overcast
120,321,Sunday,9,2022-01-16T09:00:00,2.5,18.7,3.0,Overcast
184,322,Sunday,10,2022-01-16T10:00:00,2.6,18.7,3.0,Overcast
239,323,Sunday,11,2022-01-16T11:00:00,3.1,21.6,3.0,Overcast
261,324,Sunday,12,2022-01-16T12:00:00,3.6,21.6,5.0,Overcast
239,325,Sunday,13,2022-01-16T13:00:00,4.6,21.6,5.0,"Rain, Overcast"
202,326,Sunday,14,2022-01-16T14:00:00,5.1,21.9,5.0,"Rain, Overcast"
166,327,Sunday,15,2022-01-16T15:00:00,5.8,23.4,9.0,"Rain, Overcast"
300,328,Sunday,16,2022-01-16T16:00:00,5.8,25.2,10.0,"Rain, Overcast"
394,329,Sunday,17,2022-01-16T17:00:00,5.7,24.8,15.0,Overcast
396,330,Sunday,18,2022-01-16T18:00:00,5.7,24.1,20.0,"Rain, Overcast"
410,331,Sunday,19,2022-01-16T19:00:00,6.1,25.5,22.0,Overcast
396,332,Sunday,20,2022-01-16T20:00:00,6.3,24.8,20.0,"Rain, Overcast"
357,333,Sunday,21,2022-01-16T21:00:00,6.2,24.8,7.0,"Rain, Overcast"
300,334,Sunday,22,2022-01-16T22:00:00,6.3,25.9,20.0,"Rain, Overcast"
189,335,Sunday,23,2022-01-16T23:00:00,6.5,23.7,15.0,"Rain, Overcast"
100,336,Monday,0,2022-01-17T00:00:00,5.7,25.9,7.1,"Rain, Overcast"
77,337,Monday,1,2022-01-17T01:00:00,5.9,24.8,30.0,"Rain, Overcast"
52,338,Monday,2,2022-01-17T02:00:00,5.9,30.6,30.0,Overcast
20,339,Monday,3,2022-01-17T03:00:00,5.9,33.4,30.0,Overcast
10,340,Monday,4,2022-01-17T04:00:00,5.7,36.7,30.0,Overcast
29,341,Monday,5,2022-01-17T05:00:00,5.9,41.0,30.0,Overcast
64,342,Monday,6,2022-01-17T06:00:00,6.0,38.1,30.0,Overcast
94,343,Monday,7,2022-01-17T07:00:00,6.2,39.6,44.9,Overcast
50,344,Monday,8,2022-01-17T08:00:00,6.2,36.3,22.0,Overcast
74,345,Monday,9,2022-01-17T09:00:00,6.3,36.3,10.0,"Rain, Overcast"
114,346,Monday,10,2022-01-17T10:00:00,7.0,37.1,8.0,"Rain, Overcast"
146,347,Monday,11,2022-01-17T11:00:00,7.6,32.0,3.0,"Rain, Overcast"
160,348,Monday,12,2022-01-17T12:00:00,7.4,32.4,5.1,"Rain, Overcast"
184,349,Monday,13,2022-01-17T13:00:00,8.0,41.7,20.1,"Rain, Partially cloudy"
156,350,Monday,14,2022-01-17T14:00:00,7.8,33.8,25.0,"Rain, Partially cloudy"
129,351,Monday,15,2022-01-17T15:00:00,7.6,33.4,25.0,"Rain, Partially cloudy"
240,352,Monday,16,2022-01-17T16:00:00,6.7,30.2,15.0,Clear
297,353,Monday,17,2022-01-17T17:00:00,6.8,25.5,15.0,Partially cloudy
281,354,Monday,18,2022-01-17T18:00:00,6.3,19.1,15.0,Partially cloudy
270,355,Monday,19,2022-01-17T19:00:00,6.3,15.5,20.0,Partially cloudy
240,356,Monday,20,2022-01-17T20:00:00,6.0,13.3,20.0,Partially cloudy
198,357,Monday,21,2022-01-17T21:00:00,5.2,12.9,20.0,Overcast
152,358,Monday,22,2022-01-17T22:00:00,5.4,11.2,20.0,Overcast
86,359,Monday,23,2022-01-17T23:00:00,5.6,15.5,15.0,Overcast
105,360,Tuesday,0,2022-01-18T00:00:00,5.8,12.6,20.0,Overcast
81,361,Tuesday,1,2022-01-18T01:00:00,6.3,9.7,20.0,Overcast
54,362,Tuesday,2,2022-01-18T02:00:00,6.3,10.4,25.0,"Rain, Overcast"
21,363,Tuesday,3,2022-01-18T03:00:00,6.3,11.5,24.9,"Rain, Overcast"
10,364,Tuesday,4,2022-01-18T04:00:00,6.1,9.0,8.1,Partially cloudy
30,365,Tuesday,5,2022-01-18T05:00:00,6.1,8.6,24.9,"Rain, Partially cloudy"
67,366,Tuesday,6,2022-01-18T06:00:00,6.3,14.0,15.0,"Rain, Partially cloudy"
78,367,Tuesday,7,2022-01-18T07:00:00,6.1,11.2,10.0,"Rain, Partially cloudy"
45,368,Tuesday,8,2022-01-18T08:00:00,6.1,11.1,10.0,Clear
66,369,Tuesday,9,2022-01-18T09:00:00,6.3,13.7,10.0,"Rain, Partially cloudy"
128,370,Tuesday,10,2022-01-18T10:00:00,6.5,8.7,10.0,Rain
165,371,Tuesday,11,2022-01-18T11:00:00,6.6,14.0,11.1,Clear
180,372,Tuesday,12,2022-01-18T12:00:00,7.0,19.8,13.1,Partially cloudy
182,373,Tuesday,13,2022-01-18T13:00:00,6.8,14.0,16.0,Partially cloudy
154,374,Tuesday,14,2022-01-18T14:00:00,6.6,17.3,16.0,Partially cloudy
128,375,Tuesday,15,2022-01-18T15:00:00,6.2,19.8,20.1,Partially cloudy
253,376,Tuesday,16,2022-01-18T16:00:00,6.2,19.8,20.1,Partially cloudy
240,377,Tuesday,17,2022-01-18T17:00:00,6.0,13.3,20.1,Clear
230,378,Tuesday,18,2022-01-18T18:00:00,5.8,11.2,22.1,Clear
202,379,Tuesday,19,2022-01-18T19:00:00,5.8,9.0,20.1,Partially cloudy
163,380,Tuesday,20,2022-01-18T20:00:00,5.5,9.0,25.0,Overcast
120,381,Tuesday,21,2022-01-18T21:00:00,4.9,9.0,25.0,Overcast
81,382,Tuesday,22,2022-01-18T22:00:00,5.0,13.0,20.0,Overcast
41,383,Tuesday,23,2022-01-18T23:00:00,4.8,14.4,20.0,Partially cloudy
100,384,Wednesday,0,2022-01-19T00:00:00,4.7,18.3,12.0,Overcast
77,385,Wednesday,1,2022-01-19T01:00:00,4.6,19.1,15.0,Overcast
52,386,Wednesday,2,2022-01-19T02:00:00,4.5,20.5,12.0,Partially cloudy
20,387,Wednesday,3,2022-01-19T03:00:00,4.6,16.9,10.0,Overcast
11,388,Wednesday,4,2022-01-19T04:00:00,4.5,9.1,12.0,Overcast
29,389,Wednesday,5,2022-01-19T05:00:00,2.9,11.5,10.0,Partially cloudy
64,390,Wednesday,6,2022-01-19T06:00:00,2.2,7.2,7.0,Partially cloudy
94,391,Wednesday,7,2022-01-19T07:00:00,1.4,5.4,1.0,Overcast
59,392,Wednesday,8,2022-01-19T08:00:00,1.2,8.0,2.0,Overcast
100,393,Wednesday,9,2022-01-19T09:00:00,1.2,4.0,4.0,Overcast
136,394,Wednesday,10,2022-01-19T10:00:00,2.6,12.6,5.0,Partially cloudy
150,395,Wednesday,11,2022-01-19T11:00:00,3.2,21.9,8.0,Overcast
136,396,Wednesday,12,2022-01-19T12:00:00,3.5,22.0,9.0,Overcast
110,397,Wednesday,13,2022-01-19T13:00:00,3.8,18.4,10.0,Overcast
72,398,Wednesday,14,2022-01-19T14:00:00,4.1,21.2,10.0,Overcast
45,399,Wednesday,15,2022-01-19T15:00:00,4.3,23.4,7.0,Overcast
245,400,Wednesday,16,2022-01-19T16:00:00,4.0,26.3,5.0,Overcast
250,401,Wednesday,17,2022-01-19T17:00:00,4.1,28.8,3.0,"Rain, Overcast"
261,402,Wednesday,18,2022-01-19T18:00:00,4.3,26.6,4.0,"Rain, Overcast"
250,403,Wednesday,19,2022-01-19T19:00:00,4.6,29.5,4.0,"Rain, Overcast"
223,404,Wednesday,20,2022-01-19T20:00:00,5.3,27.3,5.0,"Rain, Partially cloudy"
183,405,Wednesday,21,2022-01-19T21:00:00,6.0,31.6,12.0,"Rain, Overcast"
140,406,Wednesday,22,2022-01-19T22:00:00,4.6,26.3,20.0,Rain
79,407,Wednesday,23,2022-01-19T23:00:00,4.4,27.0,22.0,Clear
80,408,Thursday,0,2022-01-20T00:00:00,3.9,23.3,22.0,Clear
61,409,Thursday,1,2022-01-20T01:00:00,3.1,19.1,22.0,Clear
25,410,Thursday,2,2022-01-20T02:00:00,2.7,21.6,22.0,"Rain, Partially cloudy"
10,411,Thursday,3,2022-01-20T03:00:00,3.3,30.9,22.1,"Rain, Overcast"
34,412,Thursday,4,2022-01-20T04:00:00,3.1,37.3,8.1,"Rain, Overcast"
69,413,Thursday,5,2022-01-20T05:00:00,2.2,24.9,25.0,Rain
14,414,Thursday,6,2022-01-20T06:00:00,1.1,29.5,9.1,"Snow, Overcast"
36,415,Thursday,7,2022-01-20T07:00:00,1.1,20.5,18.0,"Snow, Overcast"
77,416,Thursday,8,2022-01-20T08:00:00,1.1,24.4,30.0,Overcast
136,417,Thursday,9,2022-01-20T09:00:00,1.2,28.0,35.0,Overcast
199,418,Thursday,10,2022-01-20T10:00:00,1.1,25.1,1.1,"Snow, Overcast"
240,419,Thursday,11,2022-01-20T11:00:00,0.4,28.4,1.2,"Snow, Overcast"
240,420,Thursday,12,2022-01-20T12:00:00,2.2,20.5,30.0,"Snow, Overcast"
198,421,Thursday,13,2022-01-20T13:00:00,3.1,33.1,20.1,"Snow, Overcast"
150,422,Thursday,14,2022-01-20T14:00:00,2.4,34.1,25.1,"Snow, Overcast"
108,423,Thursday,15,2022-01-20T15:00:00,2.1,31.6,25.1,"Snow, Overcast"
287,424,Thursday,16,2022-01-20T16:00:00,0.7,28.4,8.2,Snow
300,425,Thursday,17,2022-01-20T17:00:00,1.9,25.5,28.0,"Snow, Rain, Overcast"
287,426,Thursday,18,2022-01-20T18:00:00,1.6,21.9,28.1,Clear
253,427,Thursday,19,2022-01-20T19:00:00,2.3,23.7,20.2,Partially cloudy
204,428,Thursday,20,2022-01-20T20:00:00,1.8,14.4,30.1,Partially cloudy
150,429,Thursday,21,2022-01-20T21:00:00,-0.1,13.0,30.0,Snow
101,430,Thursday,22,2022-01-20T22:00:00,-0.9,9.7,30.0,Snow
50,431,Thursday,23,2022-01-20T23:00:00,-2.5,14.4,30.0,Clear
60,432,Friday,0,2022-01-21T00:00:00,-2.1,15.8,30.1,Clear
47,433,Friday,1,2022-01-21T01:00:00,-2.1,14.4,30.1,Clear
21,434,Friday,2,2022-01-21T02:00:00,-1.4,15.1,30.0,Partially cloudy
10,435,Friday,3,2022-01-21T03:00:00,-1.8,13.3,30.0,Clear
26,436,Friday,4,2022-01-21T04:00:00,0.3,14.7,25.0,Overcast
52,437,Friday,5,2022-01-21T05:00:00,1.1,15.1,30.0,Overcast
15,438,Friday,6,2022-01-21T06:00:00,0.9,15.5,30.0,Overcast
38,439,Friday,7,2022-01-21T07:00:00,1.1,14.4,6.1,"Snow, Overcast"
79,440,Friday,8,2022-01-21T08:00:00,1.3,21.2,9.2,"Snow, Rain, Overcast"
133,441,Friday,9,2022-01-21T09:00:00,1.4,17.6,9.2,"Snow, Rain, Overcast"
181,442,Friday,10,2022-01-21T10:00:00,2.0,16.9,18.1,Overcast
200,443,Friday,11,2022-01-21T11:00:00,3.1,19.4,18.1,Overcast
145,444,Friday,12,2022-01-21T12:00:00,3.5,13.7,18.1,"Rain, Overcast"
133,445,Friday,13,2022-01-21T13:00:00,4.0,7.2,11.1,"Rain, Overcast"
87,446,Friday,14,2022-01-21T14:00:00,5.0,15.1,16.0,"Rain, Overcast"
59,447,Friday,15,2022-01-21T15:00:00,5.1,18.7,18.0,Overcast
340,448,Friday,16,2022-01-21T16:00:00,5.0,15.5,15.1,"Rain, Overcast"
324,449,Friday,17,2022-01-21T17:00:00,4.6,15.5,4.0,"Rain, Overcast"
280,450,Friday,18,2022-01-21T18:00:00,5.1,18.3,2.0,"Rain, Overcast"
219,451,Friday,19,2022-01-21T19:00:00,5.8,23.0,2.0,"Rain, Overcast"
156,452,Friday,20,2022-01-21T20:00:00,6.1,25.9,2.0,"Rain, Overcast"
100,453,Friday,21,2022-01-21T21:00:00,6.0,26.6,2.0,"Rain, Overcast"
59,454,Friday,22,2022-01-21T22:00:00,6.0,27.0,2.1,"Rain, Overcast"
25,455,Friday,23,2022-01-21T23:00:00,6.1,24.8,4.0,"Rain, Overcast"
60,456,Saturday,0,2022-01-22T00:00:00,6.2,21.2,2.1,"Rain, Overcast"
46,457,Saturday,1,2022-01-22T01:00:00,6.3,21.6,2.0,"Rain, Overcast"
20,458,Saturday,2,2022-01-22T02:00:00,6.6,20.1,8.0,"Rain, Overcast"
10,459,Saturday,3,2022-01-22T03:00:00,6.6,19.8,4.0,"Rain, Overcast"
27,460,Saturday,4,2022-01-22T04:00:00,6.8,23.4,3.0,"Rain, Overcast"
52,461,Saturday,5,2022-01-22T05:00:00,6.6,21.2,4.0,"Rain, Overcast"
186,462,Saturday,6,2022-01-22T06:00:00,6.3,17.6,5.0,"Rain, Overcast"
192,463,Saturday,7,2022-01-22T07:00:00,6.1,16.5,6.0,"Rain, Overcast"
149,464,Saturday,8,2022-01-22T08:00:00,6.0,18.7,4.0,"Rain, Overcast"
86,465,Saturday,9,2022-01-22T09:00:00,6.0,14.0,5.1,Overcast
19,466,Saturday,10,2022-01-22T10:00:00,6.2,12.2,3.0,"Rain, Overcast"
4,467,Saturday,11,2022-01-22T11:00:00,6.6,19.0,4.0,"Rain, Overcast"
0,468,Saturday,12,2022-01-22T12:00:00,6.6,24.8,7.0,"Rain, Overcast"
0,469,Saturday,13,2022-01-22T13:00:00,7.0,23.7,29.9,"Rain, Overcast"
0,470,Saturday,14,2022-01-22T14:00:00,6.7,18.7,29.9,"Rain, Overcast"
0,471,Saturday,15,2022-01-22T15:00:00,6.8,18.7,30.0,"Rain, Overcast"
85,472,Saturday,16,2022-01-22T16:00:00,6.6,17.6,40.0,"Rain, Overcast"
39,473,Saturday,17,2022-01-22T17:00:00,6.1,19.4,30.0,"Rain, Overcast"
15,474,Saturday,18,2022-01-22T18:00:00,6.0,11.2,40.0,Overcast
5,475,Saturday,19,2022-01-22T19:00:00,5.6,9.4,39.9,"Rain, Overcast"
2,476,Saturday,20,2022-01-22T20:00:00,5.8,14.0,34.9,Overcast
0,477,Saturday,21,2022-01-22T21:00:00,5.6,13.3,29.9,Overcast
0,478,Saturday,22,2022-01-22T22:00:00,5.1,12.2,25.0,Overcast
0,479,Saturday,23,2022-01-22T23:00:00,4.4,9.4,29.9,"Rain, Overcast"
70,480,Sunday,0,2022-01-23T00:00:00,4.8,9.0,12.0,"Rain, Overcast"
54,481,Sunday,1,2022-01-23T01:00:00,4.9,11.2,11.9,"Rain, Overcast"
23,482,Sunday,2,2022-01-23T02:00:00,4.4,11.5,15.0,"Rain, Overcast"
10,483,Sunday,3,2022-01-23T03:00:00,4.7,10.8,19.9,Overcast
30,484,Sunday,4,2022-01-23T04:00:00,4.7,12.2,19.9,Overcast
61,485,Sunday,5,2022-01-23T05:00:00,4.8,11.9,19.9,"Rain, Overcast"
12,486,Sunday,6,2022-01-23T06:00:00,4.9,12.2,3.0,Overcast
24,487,Sunday,7,2022-01-23T07:00:00,5.1,14.4,6.0,"Rain, Overcast"
65,488,Sunday,8,2022-01-23T08:00:00,5.3,10.8,6.0,Overcast
96,489,Sunday,9,2022-01-23T09:00:00,5.3,12.2,14.0,"Rain, Overcast"
184,490,Sunday,10,2022-01-23T10:00:00,5.8,12.9,9.0,Overcast
239,491,Sunday,11,2022-01-23T11:00:00,6.3,14.7,18.1,Overcast
260,492,Sunday,12,2022-01-23T12:00:00,7.0,12.2,18.1,Overcast
262,493,Sunday,13,2022-01-23T13:00:00,7.3,12.2,22.1,Overcast
222,494,Sunday,14,2022-01-23T14:00:00,7.5,14.4,22.0,Overcast
184,495,Sunday,15,2022-01-23T15:00:00,7.4,15.1,22.0,Overcast
331,496,Sunday,16,2022-01-23T16:00:00,7.1,11.9,22.1,Overcast
393,497,Sunday,17,2022-01-23T17:00:00,6.8,8.6,25.0,Overcast
396,498,Sunday,18,2022-01-23T18:00:00,6.2,9.3,25.0,Overcast
411,499,Sunday,19,2022-01-23T19:00:00,6.1,10.8,30.0,Partially cloudy
396,500,Sunday,20,2022-01-23T20:00:00,5.7,6.1,30.0,Partially cloudy
358,501,Sunday,21,2022-01-23T21:00:00,5.7,9.3,30.0,Clear
300,502,Sunday,22,2022-01-23T22:00:00,5.5,8.3,30.0,Clear
189,503,Sunday,23,2022-01-23T23:00:00,5.4,6.5,30.1,Clear
105,504,Monday,0,2022-01-24T00:00:00,5.2,5.1,30.0,Clear
81,505,Monday,1,2022-01-24T01:00:00,5.2,8.6,30.0,Clear
55,506,Monday,2,2022-01-24T02:00:00,5.1,10.8,29.9,Clear
21,507,Monday,3,2022-01-24T03:00:00,5.0,9.7,30.0,Clear
11,508,Monday,4,2022-01-24T04:00:00,4.9,6.5,30.0,Clear
31,509,Monday,5,2022-01-24T05:00:00,4.9,7.2,29.9,Clear
67,510,Monday,6,2022-01-24T06:00:00,4.9,7.9,29.9,Clear
98,511,Monday,7,2022-01-24T07:00:00,4.9,7.2,29.9,Clear
52,512,Monday,8,2022-01-24T08:00:00,4.9,5.4,27.9,Clear
96,513,Monday,9,2022-01-24T09:00:00,5.1,11.1,21.9,Clear
148,514,Monday,10,2022-01-24T10:00:00,5.0,5.1,21.9,Clear
193,515,Monday,11,2022-01-24T11:00:00,5.5,5.4,21.9,Clear
210,516,Monday,12,2022-01-24T12:00:00,5.8,7.6,24.9,Clear
211,517,Monday,13,2022-01-24T13:00:00,5.8,9.7,24.9,Partially cloudy
179,518,Monday,14,2022-01-24T14:00:00,5.5,10.4,18.0,Partially cloudy
148,519,Monday,15,2022-01-24T15:00:00,5.3,7.9,16.0,Partially cloudy
277,520,Monday,16,2022-01-24T16:00:00,5.1,6.8,15.0,Partially cloudy
311,521,Monday,17,2022-01-24T17:00:00,5.1,8.3,15.0,Partially cloudy
294,522,Monday,18,2022-01-24T18:00:00,4.5,5.8,15.0,Clear
283,523,Monday,19,2022-01-24T19:00:00,4.6,7.2,11.0,Partially cloudy
252,524,Monday,20,2022-01-24T20:00:00,4.3,9.7,11.0,Partially cloudy
208,525,Monday,21,2022-01-24T21:00:00,4.2,8.6,10.0,Overcast
158,526,Monday,22,2022-01-24T22:00:00,4.1,9.7,10.0,Overcast
89,527,Monday,23,2022-01-24T23:00:00,4.1,10.4,7.0,Overcast
111,528,Tuesday,0,2022-01-25T00:00:00,3.8,6.1,7.0,Overcast
85,529,Tuesday,1,2022-01-25T01:00:00,3.4,7.2,7.0,Overcast
57,530,Tuesday,2,2022-01-25T02:00:00,3.6,9.7,6.0,Overcast
22,531,Tuesday,3,2022-01-25T03:00:00,3.4,6.5,6.0,Overcast
11,532,Tuesday,4,2022-01-25T04:00:00,3.4,6.1,5.0,Overcast
31,533,Tuesday,5,2022-01-25T05:00:00,3.3,6.9,5.0,Overcast
71,534,Tuesday,6,2022-01-25T06:00:00,3.2,5.1,5.0,Overcast
103,535,Tuesday,7,2022-01-25T07:00:00,3.3,7.6,5.0,Overcast
47,536,Tuesday,8,2022-01-25T08:00:00,3.4,6.9,5.0,Overcast
87,537,Tuesday,9,2022-01-25T09:00:00,3.5,7.2,5.0,Overcast
134,538,Tuesday,10,2022-01-25T10:00:00,3.8,5.0,5.0,Overcast
138,539,Tuesday,11,2022-01-25T11:00:00,4.0,5.4,5.0,"Rain, Overcast"
190,540,Tuesday,12,2022-01-25T12:00:00,4.2,5.8,5.0,Overcast
191,541,Tuesday,13,2022-01-25T13:00:00,4.4,9.7,5.0,Overcast
163,542,Tuesday,14,2022-01-25T14:00:00,4.4,14.0,5.0,Overcast
121,543,Tuesday,15,2022-01-25T15:00:00,4.4,13.0,5.0,"Rain, Overcast"
242,544,Tuesday,16,2022-01-25T16:00:00,4.4,12.9,5.0,"Rain, Overcast"
277,545,Tuesday,17,2022-01-25T17:00:00,4.1,12.6,6.0,Overcast
241,546,Tuesday,18,2022-01-25T18:00:00,4.1,10.1,5.0,"Rain, Overcast"
212,547,Tuesday,19,2022-01-25T19:00:00,3.9,10.8,5.0,Overcast
171,548,Tuesday,20,2022-01-25T20:00:00,3.8,10.1,5.0,"Rain, Overcast"
126,549,Tuesday,21,2022-01-25T21:00:00,3.8,10.8,5.0,"Rain, Overcast"
85,550,Tuesday,22,2022-01-25T22:00:00,3.6,9.7,4.0,Overcast
43,551,Tuesday,23,2022-01-25T23:00:00,3.4,9.7,4.0,Overcast
105,552,Wednesday,0,2022-01-26T00:00:00,3.3,11.5,4.0,Overcast
81,553,Wednesday,1,2022-01-26T01:00:00,3.2,10.8,4.0,Overcast
55,554,Wednesday,2,2022-01-26T02:00:00,3.1,13.3,3.0,"Rain, Overcast"
21,555,Wednesday,3,2022-01-26T03:00:00,3.0,12.2,4.0,Overcast
11,556,Wednesday,4,2022-01-26T04:00:00,2.9,12.6,5.0,Overcast
30,557,Wednesday,5,2022-01-26T05:00:00,2.8,18.0,7.0,Overcast
68,558,Wednesday,6,2022-01-26T06:00:00,2.7,14.4,7.0,Overcast
98,559,Wednesday,7,2022-01-26T07:00:00,2.5,14.8,7.0,Overcast
63,560,Wednesday,8,2022-01-26T08:00:00,2.1,14.8,6.0,Overcast
104,561,Wednesday,9,2022-01-26T09:00:00,1.9,20.1,4.0,Overcast
142,562,Wednesday,10,2022-01-26T10:00:00,1.8,16.2,6.0,Overcast
158,563,Wednesday,11,2022-01-26T11:00:00,1.9,20.2,6.0,Overcast
142,564,Wednesday,12,2022-01-26T12:00:00,2.1,20.5,4.0,Overcast
114,565,Wednesday,13,2022-01-26T13:00:00,2.3,19.8,5.0,Overcast
76,566,Wednesday,14,2022-01-26T14:00:00,2.6,23.7,4.0,Overcast
46,567,Wednesday,15,2022-01-26T15:00:00,2.8,23.7,3.0,Overcast
258,568,Wednesday,16,2022-01-26T16:00:00,3.3,18.4,5.0,Overcast
288,569,Wednesday,17,2022-01-26T17:00:00,3.3,19.4,5.0,Overcast
272,570,Wednesday,18,2022-01-26T18:00:00,3.5,21.9,5.0,Overcast
263,571,Wednesday,19,2022-01-26T19:00:00,3.6,21.2,5.0,Overcast
234,572,Wednesday,20,2022-01-26T20:00:00,3.7,20.9,5.0,Overcast
193,573,Wednesday,21,2022-01-26T21:00:00,3.8,19.4,4.0,Overcast
147,574,Wednesday,22,2022-01-26T22:00:00,4.3,22.3,5.0,Overcast
83,575,Wednesday,23,2022-01-26T23:00:00,4.3,19.4,4.0,Overcast
84,576,Thursday,0,2022-01-27T00:00:00,4.6,21.6,5.0,Overcast
64,577,Thursday,1,2022-01-27T01:00:00,4.6,26.6,5.0,Overcast
26,578,Thursday,2,2022-01-27T02:00:00,4.6,31.3,6.0,Overcast
11,579,Thursday,3,2022-01-27T03:00:00,4.6,31.7,6.0,"Rain, Overcast"
35,580,Thursday,4,2022-01-27T04:00:00,4.8,35.3,6.0,Overcast
72,581,Thursday,5,2022-01-27T05:00:00,4.8,31.0,8.0,Overcast
15,582,Thursday,6,2022-01-27T06:00:00,4.6,33.8,8.0,"Rain, Overcast"
30,583,Thursday,7,2022-01-27T07:00:00,4.3,31.7,5.0,"Rain, Overcast"
65,584,Thursday,8,2022-01-27T08:00:00,4.5,37.0,6.0,"Rain, Overcast"
114,585,Thursday,9,2022-01-27T09:00:00,4.6,34.5,3.0,"Rain, Overcast"
167,586,Thursday,10,2022-01-27T10:00:00,5.1,33.8,4.0,"Rain, Overcast"
202,587,Thursday,11,2022-01-27T11:00:00,5.8,32.0,4.1,"Rain, Overcast"
202,588,Thursday,12,2022-01-27T12:00:00,6.8,31.6,4.1,"Rain, Overcast"
209,589,Thursday,13,2022-01-27T13:00:00,7.6,28.1,12.1,"Rain, Overcast"
157,590,Thursday,14,2022-01-27T14:00:00,7.9,34.2,8.1,"Rain, Overcast"
114,591,Thursday,15,2022-01-27T15:00:00,8.6,32.4,20.0,"Rain, Overcast"
333,592,Thursday,16,2022-01-27T16:00:00,8.5,32.7,25.0,Rain
348,593,Thursday,17,2022-01-27T17:00:00,7.5,32.4,25.0,Rain
302,594,Thursday,18,2022-01-27T18:00:00,4.7,48.5,6.1,Rain
266,595,Thursday,19,2022-01-27T19:00:00,6.0,33.1,25.0,"Rain, Partially cloudy"
214,596,Thursday,20,2022-01-27T20:00:00,5.4,32.7,30.0,"Rain, Partially cloudy"
158,597,Thursday,21,2022-01-27T21:00:00,5.3,29.5,30.0,"Rain, Partially cloudy"
107,598,Thursday,22,2022-01-27T22:00:00,5.1,36.3,20.1,Rain
54,599,Thursday,23,2022-01-27T23:00:00,4.7,28.8,25.0,"Rain, Partially cloudy"
63,600,Friday,0,2022-01-28T00:00:00,4.8,32.4,25.0,Partially cloudy
49,601,Friday,1,2022-01-28T01:00:00,4.7,26.3,25.0,Partially cloudy
22,602,Friday,2,2022-01-28T02:00:00,4.7,29.9,25.0,"Rain, Partially cloudy"
11,603,Friday,3,2022-01-28T03:00:00,4.7,33.4,25.0,Partially cloudy
28,604,Friday,4,2022-01-28T04:00:00,4.8,30.2,25.0,"Rain, Partially cloudy"
54,605,Friday,5,2022-01-28T05:00:00,5.0,25.2,25.0,"Rain, Partially cloudy"
16,606,Friday,6,2022-01-28T06:00:00,4.6,30.2,25.0,"Rain, Partially cloudy"
32,607,Friday,7,2022-01-28T07:00:00,4.1,28.1,25.0,"Rain, Partially cloudy"
83,608,Friday,8,2022-01-28T08:00:00,4.7,22.3,22.0,Clear
139,609,Friday,9,2022-01-28T09:00:00,4.8,23.4,22.0,Clear
190,610,Friday,10,2022-01-28T10:00:00,5.3,23.8,22.0,Clear
211,611,Friday,11,2022-01-28T11:00:00,6.0,29.1,22.0,Clear
190,612,Friday,12,2022-01-28T12:00:00,6.6,24.8,25.0,Clear
153,613,Friday,13,2022-01-28T13:00:00,6.8,28.1,22.0,Overcast
101,614,Friday,14,2022-01-28T14:00:00,6.6,25.2,25.0,Overcast
62,615,Friday,15,2022-01-28T15:00:00,6.3,20.5,22.0,Partially cloudy
392,616,Friday,16,2022-01-28T16:00:00,6.3,20.1,22.0,Overcast
374,617,Friday,17,2022-01-28T17:00:00,5.8,17.3,25.0,Overcast
293,618,Friday,18,2022-01-28T18:00:00,5.1,12.9,25.0,Overcast
230,619,Friday,19,2022-01-28T19:00:00,4.1,10.4,25.0,Overcast
164,620,Friday,20,2022-01-28T20:00:00,4.3,10.8,25.0,Overcast
105,621,Friday,21,2022-01-28T21:00:00,4.3,14.0,25.0,Overcast
61,622,Friday,22,2022-01-28T22:00:00,4.5,13.3,25.0,Overcast
27,623,Friday,23,2022-01-28T23:00:00,5.0,16.9,25.0,Overcast
63,624,Saturday,0,2022-01-29T00:00:00,5.3,24.1,18.0,Overcast
49,625,Saturday,1,2022-01-29T01:00:00,5.6,21.2,18.0,Overcast
21,626,Saturday,2,2022-01-29T02:00:00,6.0,24.8,12.0,Overcast
10,627,Saturday,3,2022-01-29T03:00:00,5.8,25.2,5.0,"Rain, Overcast"
28,628,Saturday,4,2022-01-29T04:00:00,6.0,30.2,4.0,"Rain, Overcast"
55,629,Saturday,5,2022-01-29T05:00:00,6.1,30.9,3.0,"Rain, Overcast"
196,630,Saturday,6,2022-01-29T06:00:00,6.5,32.0,5.0,"Rain, Overcast"
202,631,Saturday,7,2022-01-29T07:00:00,6.8,32.4,5.0,"Rain, Overcast"
196,632,Saturday,8,2022-01-29T08:00:00,7.0,31.3,3.0,Overcast
73,633,Saturday,9,2022-01-29T09:00:00,7.3,32.7,3.0,"Rain, Overcast"
20,634,Saturday,10,2022-01-29T10:00:00,7.6,29.2,4.0,"Rain, Overcast"
3,635,Saturday,11,2022-01-29T11:00:00,8.5,33.8,5.0,"Rain, Overcast"
0,636,Saturday,12,2022-01-29T12:00:00,8.6,32.0,7.1,"Rain, Overcast"
0,637,Saturday,13,2022-01-29T13:00:00,9.3,41.4,20.1,"Rain, Overcast"
0,638,Saturday,14,2022-01-29T14:00:00,9.8,38.1,30.0,"Rain, Overcast"
